id,name,model,dateOfCreation,color,price
458,BMW,A4,1998-01-24,GreenYellow,42458.22
459,Volkswagen,Civic,2011-07-12,Green,37901.98
460,Toyota,C-Class,2013-10-19,Khaki,21204.69
461,Honda,Golf,2001-03-20,Snow,6132.72
462,Audi,Golf,2021-12-12,LightPink,39856.28
463,Audi,F-150,2011-01-25,SpringGreen,47613.8
464,Honda,C-Class,2012-08-08,LightGray,63425.37
465,Volkswagen,C-Class,2013-03-02,LightSteelBlue,62045.13
466,Mercedes-Benz,A4,2004-05-27,AliceBlue,70846.95
467,Toyota,Golf,2009-11-26,LawnGreen,64585.31
468,Ford,Corolla,2013-03-01,OrangeRed,51670.86
469,Honda,Corolla,1995-09-21,LightGray,52357.82
470,Volkswagen,Golf,2009-05-25,Navy,76799.31
471,Audi,Silverado,1999-04-27,PapayaWhip,51597.31
472,Nissan,Corolla,2012-10-05,Aquamarine,42241.26
473,Mercedes-Benz,Corolla,2021-01-01,MediumSeaGreen,79609.79
474,Ford,C-Class,2002-08-17,SpringGreen,11195.79
475,Nissan,Civic,2020-09-29,Red,27332.95
476,Audi,Civic,1994-06-22,Crimson,53294.4
477,Honda,A4,2022-02-25,SteelBlue,13190.96
478,Audi,3 Series,1998-10-07,DarkOliveGreen,59084.55
479,Honda,Corolla,2000-06-11,SlateBlue,22341.66
480,Tesla,A4,1995-01-28,PaleVioletRed,59253.51
481,Ford,Corolla,2020-02-01,SkyBlue,61703.5
482,Chevrolet,F-150,1994-05-03,Gold,62396.62
483,Nissan,Civic,1996-03-16,WhiteSmoke,44956.89
484,Chevrolet,A4,1994-02-22,Teal,71207.02
485,Audi,Corolla,1996-08-12,Navy,10409.19
486,Chevrolet,Civic,2015-09-20,DarkSalmon,62199.99
487,Nissan,Golf,2015-04-09,Orchid,73027.86
488,Tesla,3 Series,2016-07-06,RosyBrown,22617.84
489,Nissan,Golf,2020-03-18,Chartreuse,70746.04
490,Tesla,3 Series,1999-01-03,DarkMagenta,20137.72
491,BMW,3 Series,2006-11-12,LightCyan,36591.92
492,Tesla,Corolla,2006-05-16,Green,15177.79
493,Mercedes-Benz,C-Class,2022-08-16,YellowGreen,13338.34
494,Audi,Model S,2004-11-15,GreenYellow,75620.93
495,Audi,3 Series,2021-11-15,SaddleBrown,62628.68
496,Toyota,Corolla,2016-09-23,Orange,76379.82
497,Honda,Altima,2008-03-30,PaleGoldenRod,68653.25
498,Volkswagen,Corolla,2017-08-01,Fuchsia,66532.79
499,BMW,Altima,1998-06-24,DarkOliveGreen,15690.06
500,Ford,Civic,2013-08-04,Lime,21933.7
501,Ford,A4,1999-11-27,MediumSeaGreen,37933.62
502,Honda,Silverado,2000-01-07,RoyalBlue,56774.56
503,BMW,Silverado,2003-10-06,Orange,28170.73
504,Volkswagen,Model S,1994-10-22,YellowGreen,47948.04
505,Volkswagen,F-150,2010-10-06,DarkOrange,12858.94
506,Mercedes-Benz,Civic,2021-05-19,NavajoWhite,12642.15
507,Toyota,C-Class,2010-12-25,Tan,30488.33
508,BMW,Altima,2004-08-31,WhiteSmoke,49596.31
509,Chevrolet,Golf,2003-12-24,PapayaWhip,45930.35
510,Nissan,Corolla,2018-05-06,LawnGreen,28972.23
511,Chevrolet,Civic,2021-04-01,DeepPink,24367.04
512,BMW,Corolla,2006-03-06,Beige,11164.9
513,Toyota,Altima,1996-06-20,Thistle,43079.86
514,Nissan,Corolla,2022-06-29,Teal,74153.69
515,Audi,Model S,1994-12-24,DeepPink,75433.02
516,Ford,Model S,2011-05-16,OliveDrab,73326.42
517,Mercedes-Benz,Golf,2017-11-15,PeachPuff,43190.22
518,BMW,A4,2004-02-02,Green,39871.33
519,BMW,Civic,1999-09-23,MediumTurquoise,33885.1
520,Mercedes-Benz,Golf,2013-07-17,Blue,13646.45
521,Nissan,Altima,2017-07-23,DarkOrange,39412.88
522,Tesla,C-Class,2010-05-06,MediumTurquoise,44569.66
523,Chevrolet,C-Class,1997-08-08,Azure,44339.13
524,Volkswagen,A4,1995-07-16,Lavender,55790.11
525,Mercedes-Benz,Golf,1998-02-19,FireBrick,15867.94
526,Ford,C-Class,2014-10-14,Peru,22636.99
527,Mercedes-Benz,F-150,2004-09-10,OldLace,37093.61
528,Audi,Corolla,2007-07-24,LavenderBlush,35391.2
529,Nissan,Altima,1998-01-06,DarkMagenta,52188.26
530,Honda,Model S,1996-08-19,AliceBlue,21750.12
531,Honda,3 Series,2022-07-18,Teal,20192.36
532,Tesla,C-Class,1997-02-27,HotPink,9948.62
533,Toyota,3 Series,2014-04-11,LemonChiffon,41373.14
534,Mercedes-Benz,3 Series,2018-10-28,Magenta,67019.39
535,Honda,Corolla,1994-09-03,LightYellow,52201.38
536,Ford,Altima,2016-08-20,SpringGreen,37108.28
537,Mercedes-Benz,F-150,2021-12-22,Azure,36963.09
538,Audi,Model S,2005-02-21,Blue,16317.19
539,Tesla,3 Series,2017-07-23,PowderBlue,68683.19
540,Ford,F-150,2002-06-14,LawnGreen,75457.6
541,Chevrolet,Golf,2018-08-23,DeepSkyBlue,76649.44
542,Mercedes-Benz,Golf,1999-11-30,MediumAquaMarine,47512.17
543,Mercedes-Benz,C-Class,2021-09-17,Indigo,36009.94
544,Volkswagen,C-Class,2023-09-09,MediumSlateBlue,20553.07
545,Ford,Silverado,2013-11-02,FloralWhite,28927.62
546,Ford,Altima,1999-07-16,DarkGoldenRod,65454.87
547,Volkswagen,Silverado,2020-04-07,DodgerBlue,57757.96
548,Audi,F-150,2010-01-07,CadetBlue,70630.36
549,BMW,A4,2012-11-01,DarkBlue,56818.76
550,Audi,Golf,1999-08-20,Violet,29564.22
551,Toyota,Silverado,2022-05-07,SandyBrown,65061.75
552,BMW,Golf,1997-03-07,PeachPuff,52840.86
553,Tesla,Civic,2013-04-03,Snow,29622.06
554,Tesla,A4,2011-08-27,SlateBlue,49799.45
555,Audi,Corolla,2019-11-18,OldLace,33786.69
556,Nissan,Altima,2001-04-11,DarkSeaGreen,26771.7
557,Toyota,C-Class,1995-11-01,ForestGreen,60058.29
558,Tesla,Civic,2019-01-01,DeepPink,45948.16
559,Audi,Model S,2017-02-03,DimGray,71824.86
560,Chevrolet,A4,1994-03-25,MediumSpringGreen,49354.18
561,Nissan,F-150,2007-07-09,MintCream,36799.52
562,Nissan,F-150,2005-06-26,Bisque,33946.7
563,Toyota,Corolla,2017-04-20,LightSlateGray,65116.91
564,Toyota,Model S,2022-03-17,White,44793.39
565,Honda,A4,2011-06-13,CornflowerBlue,34588.61
566,Tesla,C-Class,2002-01-03,Bisque,26631.21
567,Volkswagen,Corolla,1998-05-13,ForestGreen,34436.23
568,Honda,Golf,1999-08-28,FireBrick,19949.01
569,Toyota,Altima,1996-12-10,Plum,55658.98
570,Volkswagen,Model S,2007-09-12,PowderBlue,51403.4
571,Mercedes-Benz,Silverado,2023-06-08,MintCream,68007.78
572,Mercedes-Benz,Model S,2016-02-12,Violet,58507.86
573,Mercedes-Benz,Golf,2015-05-07,SeaGreen,39672.13
574,Nissan,Civic,1997-06-09,Plum,49169.93
575,Honda,Civic,2002-09-28,Gold,59469.7
576,Volkswagen,Silverado,2018-01-16,ForestGreen,24616.19
577,Chevrolet,Corolla,1997-09-20,LightSeaGreen,21278.01
578,Chevrolet,Altima,2018-08-29,Fuchsia,27570.95
579,Honda,Golf,1998-12-06,Azure,19267.63
580,Toyota,Corolla,2005-05-08,MediumSpringGreen,10847.34
581,Audi,A4,2005-05-15,LimeGreen,66934.61
582,Toyota,Civic,2016-11-23,Orchid,64212.0
583,Tesla,C-Class,1997-02-05,LightSlateGray,30027.6
584,Ford,Golf,2021-02-13,SlateBlue,12737.22
585,Tesla,A4,2009-02-11,Indigo,31226.27
586,Chevrolet,Civic,2019-06-08,Blue,53684.94
587,BMW,C-Class,1995-06-10,OldLace,11314.73
588,Volkswagen,F-150,2003-01-28,WhiteSmoke,8244.32
589,Audi,Civic,1997-09-04,PaleGreen,22316.76
590,Toyota,Civic,2000-01-13,Navy,9976.61
591,Tesla,F-150,1998-11-22,MistyRose,24763.36
592,Audi,A4,2012-08-08,SteelBlue,32529.76
593,Tesla,3 Series,2004-05-19,MediumSlateBlue,48770.73
594,Chevrolet,Silverado,1995-07-12,PapayaWhip,52496.73
595,Chevrolet,3 Series,2021-01-17,IndianRed,71507.28
596,Mercedes-Benz,3 Series,2006-06-09,MediumBlue,32491.25
597,Nissan,Altima,2023-03-29,LightSteelBlue,46282.88
598,Tesla,F-150,1997-08-23,SandyBrown,36593.71
599,Tesla,3 Series,2001-09-18,Tomato,60182.03
600,BMW,F-150,2019-05-05,RosyBrown,26794.64
601,BMW,A4,2008-02-27,DarkOrchid,27483.13
602,Ford,Civic,1995-03-17,OrangeRed,27902.03
603,Honda,A4,2021-11-17,SaddleBrown,60478.8
604,Volkswagen,Model S,2013-01-17,GreenYellow,75927.09
605,Audi,Golf,2001-11-21,IndianRed,59666.88
606,BMW,Altima,2023-11-07,LightSeaGreen,51345.65
607,Volkswagen,A4,2000-11-09,Orange,39915.69
608,Nissan,A4,2008-08-17,Aquamarine,18772.62
609,Nissan,Golf,2008-12-26,Orchid,44172.81
610,Mercedes-Benz,F-150,1997-01-25,Aqua,76697.15
611,Chevrolet,Altima,2001-01-09,RoyalBlue,37731.04
612,Mercedes-Benz,Model S,2018-01-03,DarkViolet,11420.24
613,Tesla,F-150,1998-03-13,Navy,16836.94
614,Tesla,Model S,2007-07-05,SlateBlue,54736.65
615,Mercedes-Benz,Golf,2022-12-03,Beige,74259.31
616,BMW,Civic,2002-02-25,Cornsilk,9720.75
617,BMW,Model S,1995-07-19,Azure,15717.02
618,Toyota,Civic,2015-11-13,SteelBlue,66451.58
619,Honda,Golf,2000-01-08,LightYellow,48429.13
620,Tesla,Golf,1997-08-14,PaleVioletRed,29605.32
621,Nissan,Corolla,2023-12-28,Aquamarine,75308.51
622,Audi,A4,2015-04-11,Blue,70160.61
623,Toyota,Corolla,1998-11-30,MistyRose,39778.31
624,Mercedes-Benz,C-Class,2010-10-07,PaleVioletRed,44166.12
625,Mercedes-Benz,Civic,2024-01-06,IndianRed,75491.43
626,Tesla,Corolla,2017-02-03,Crimson,46058.4
627,Volkswagen,A4,2018-07-07,LightSeaGreen,37146.35
628,Tesla,Model S,2018-06-04,Tomato,5405.02
629,Mercedes-Benz,C-Class,2007-03-26,RosyBrown,10615.14
630,Nissan,Model S,2015-03-06,LightSeaGreen,37950.91
631,Honda,Model S,2015-04-04,LavenderBlush,22007.96
632,Ford,Civic,2002-04-23,MediumBlue,64405.23
633,Ford,3 Series,1995-02-23,SeaShell,41848.88
634,BMW,3 Series,2007-10-03,Orange,62241.09
635,Tesla,Civic,2020-01-16,Magenta,9148.96
636,Volkswagen,3 Series,2020-10-09,Plum,45338.36
637,Chevrolet,Silverado,2006-08-10,Beige,61501.8
638,Chevrolet,Model S,2017-01-05,PaleGreen,45565.28
639,Nissan,Model S,1997-02-08,DarkViolet,47543.64
640,BMW,C-Class,2013-05-10,MidnightBlue,58209.28
641,Volkswagen,Silverado,2010-11-19,Magenta,71626.54
642,Nissan,Silverado,2015-12-02,PaleVioletRed,40206.33
643,Volkswagen,A4,2016-07-28,Navy,65130.58
644,Mercedes-Benz,Model S,1995-04-13,PaleGreen,26493.35
645,Mercedes-Benz,A4,2004-05-11,CornflowerBlue,49698.85
646,Toyota,Golf,2020-11-17,Snow,74364.18
647,Mercedes-Benz,3 Series,2004-02-22,Gold,43823.96
648,Tesla,Corolla,2020-06-21,MediumVioletRed,9379.81
649,Tesla,Model S,2018-04-04,PaleVioletRed,51427.83
650,Tesla,Golf,2014-06-18,PapayaWhip,20589.2
651,Honda,3 Series,2015-01-18,Violet,73894.7
652,Ford,Golf,1999-10-18,LightGreen,31532.28
653,Audi,Altima,1995-12-28,DarkSeaGreen,19709.14
654,Tesla,Model S,2007-10-05,DarkMagenta,75099.25
655,Honda,Golf,1996-02-11,SandyBrown,18407.89
656,Honda,F-150,2013-02-15,White,74658.27
657,BMW,F-150,2015-07-18,Black,50194.97
658,Audi,C-Class,2005-02-22,Brown,76289.74
659,Volkswagen,A4,2015-03-17,Magenta,63954.69
660,Chevrolet,C-Class,1998-06-17,MediumAquaMarine,57847.95
661,Mercedes-Benz,F-150,2009-03-11,LightPink,40187.98
662,Chevrolet,Civic,2022-10-26,WhiteSmoke,63100.16
663,Chevrolet,3 Series,2007-08-17,Salmon,62929.15
664,Mercedes-Benz,Civic,1998-04-10,DarkSlateBlue,28951.01
665,BMW,C-Class,2001-01-14,DarkSeaGreen,68953.39
666,Volkswagen,Model S,2013-04-15,LightCyan,22734.9
667,Nissan,3 Series,2018-12-09,DarkOrange,53748.3
668,BMW,Civic,2011-09-26,Tomato,25548.98
669,Toyota,Civic,2013-08-24,PowderBlue,71064.96
670,Toyota,Civic,2021-04-16,DarkTurquoise,49193.44
671,Chevrolet,Civic,2019-01-22,LightYellow,44342.75
672,Nissan,C-Class,2011-04-19,MistyRose,42474.01
673,Nissan,Civic,2013-10-07,SlateBlue,14797.41
674,BMW,Model S,2013-03-24,LightCoral,35575.51
675,Volkswagen,Model S,2015-07-09,DarkMagenta,21315.02
676,Audi,Corolla,2020-01-18,OliveDrab,66992.09
677,Mercedes-Benz,Model S,2013-05-04,Purple,39461.99
678,Volkswagen,Corolla,2009-03-02,Bisque,71130.23
679,Volkswagen,Model S,2003-10-30,Khaki,23488.0
680,Honda,Model S,2007-04-05,Magenta,8555.19
681,Ford,Altima,2010-12-24,DarkSlateGray,72984.03
682,Honda,Corolla,2015-01-20,SlateGray,51950.7
683,Audi,F-150,2016-06-10,CadetBlue,15554.32
684,Honda,3 Series,2021-12-29,Azure,37587.16
685,Mercedes-Benz,F-150,2014-02-04,Pink,75708.19
686,Ford,Model S,2010-06-27,Navy,61279.13
687,Honda,F-150,2001-03-09,ForestGreen,21052.27
688,Toyota,Corolla,2022-12-18,LightYellow,59462.69
689,Honda,Altima,2009-03-04,SkyBlue,18865.62
690,Tesla,A4,2004-01-31,Gray,63011.0
691,BMW,Corolla,2004-12-30,Plum,31087.23
692,Volkswagen,Silverado,2019-06-09,DarkViolet,37932.6
693,Mercedes-Benz,Model S,2001-10-09,Crimson,57839.11
694,Nissan,F-150,1997-10-10,Gainsboro,47985.22
695,Chevrolet,C-Class,2005-09-23,Gray,41784.68
696,Tesla,Model S,2016-05-30,Crimson,46748.04
697,BMW,Civic,2004-10-19,DarkGoldenRod,66204.23
698,Toyota,C-Class,2011-06-18,Turquoise,35261.47
699,Tesla,Corolla,2015-10-24,MintCream,48057.76
700,Ford,3 Series,2011-08-01,Crimson,54373.36
701,Honda,Altima,2006-11-21,Olive,42655.57
702,Tesla,Civic,2001-04-10,Khaki,9510.33
703,Chevrolet,Golf,2001-12-10,CadetBlue,27910.79
704,Audi,Altima,2018-02-24,FloralWhite,10331.59
705,Toyota,C-Class,2018-03-05,Pink,27317.29
706,Toyota,Golf,2010-02-12,Fuchsia,59008.6
707,Volkswagen,C-Class,2019-01-18,Ivory,49221.68
708,Toyota,Silverado,1994-10-26,DarkGray,57578.99
709,Nissan,C-Class,1999-07-07,DarkOrchid,37968.19
710,Audi,Silverado,1995-12-05,SpringGreen,39947.88
711,Tesla,F-150,2019-07-09,MediumAquaMarine,78531.15
712,Audi,Golf,2003-08-23,LightPink,27794.26
713,Toyota,Golf,1995-04-06,Tomato,17732.66
714,Tesla,A4,2000-06-15,Peru,44695.06
715,Audi,Corolla,2018-11-17,PapayaWhip,7439.39
716,Honda,A4,2001-04-23,MediumOrchid,66590.19
717,Audi,3 Series,2016-06-12,MediumBlue,28662.76
718,Toyota,Corolla,2000-04-24,SlateGray,32799.84
719,Honda,3 Series,1999-02-03,Purple,70840.38
720,Tesla,3 Series,1995-03-06,Linen,15695.21
721,Volkswagen,Silverado,2008-08-29,DarkBlue,6591.8
722,Honda,Corolla,2006-11-28,BurlyWood,67719.16
723,Honda,C-Class,2005-01-10,DarkGreen,70646.21
724,BMW,Model S,1997-10-25,Chartreuse,11234.09
725,Chevrolet,C-Class,1994-04-25,LemonChiffon,36516.6
726,Volkswagen,Altima,1995-02-20,Azure,55446.48
727,Mercedes-Benz,A4,2018-01-19,Red,5498.13
728,Nissan,C-Class,2000-12-21,PaleVioletRed,15701.88
729,Ford,Model S,1998-10-03,Orchid,46872.99
730,Nissan,Golf,1997-07-03,Linen,7888.61
731,Tesla,Altima,2013-05-18,Yellow,60902.94
732,Honda,A4,2012-05-09,PowderBlue,18114.13
733,Nissan,3 Series,2022-09-11,BlueViolet,31407.91
734,Audi,Corolla,2023-08-23,Cyan,21081.14
735,BMW,C-Class,2003-01-05,Silver,46166.11
736,Ford,Golf,1995-05-17,DarkSeaGreen,79326.52
737,Mercedes-Benz,F-150,2019-03-13,Coral,23389.39
738,Mercedes-Benz,C-Class,1997-11-17,MintCream,75638.04
739,Volkswagen,Model S,2020-09-28,Crimson,63803.89
740,Mercedes-Benz,C-Class,2014-12-09,MediumBlue,55109.57
741,Chevrolet,3 Series,2003-09-18,LemonChiffon,60831.88
742,Ford,F-150,2020-02-12,Black,75615.87
743,Volkswagen,Golf,1995-09-08,WhiteSmoke,79032.13
744,Volkswagen,Model S,2015-04-11,DarkOliveGreen,15022.1
745,BMW,Altima,2019-03-17,DarkOrchid,38477.25
746,Toyota,F-150,2008-04-28,PaleTurquoise,73246.33
747,Toyota,Corolla,2014-02-17,Turquoise,47150.56
748,Ford,Silverado,2014-01-13,Lavender,20485.53
749,Honda,Model S,2004-11-26,DarkRed,57412.43
750,Toyota,Corolla,2013-08-13,Crimson,6593.64
751,Volkswagen,Corolla,2021-02-26,OrangeRed,55302.73
752,Nissan,Corolla,2001-08-27,RosyBrown,62565.93
753,Volkswagen,Model S,2022-11-12,Thistle,11088.95
754,Honda,3 Series,2006-07-30,DarkSalmon,36045.43
755,Ford,Civic,2018-10-02,GhostWhite,11856.73
756,Volkswagen,Silverado,2000-06-09,SlateGray,5571.35
757,Honda,Silverado,2010-11-11,DarkSalmon,65151.38
758,Audi,Civic,2014-06-05,DarkSalmon,47736.07
759,Honda,F-150,2010-08-07,BlueViolet,75304.41
760,Audi,Civic,2007-04-30,LightGoldenRodYellow,79910.01
761,Ford,A4,2009-08-22,HoneyDew,6523.78
762,Tesla,Golf,2001-05-07,SkyBlue,14445.75
763,Toyota,F-150,2013-05-27,MediumVioletRed,7640.88
764,Tesla,3 Series,2016-05-18,NavajoWhite,66711.21
765,Chevrolet,C-Class,1998-02-06,LimeGreen,11519.5
766,Audi,3 Series,1996-02-14,PaleTurquoise,70994.71
767,Toyota,C-Class,2004-05-20,LightYellow,19018.67
768,Honda,Corolla,2022-04-02,MistyRose,8668.24
769,Nissan,3 Series,2023-04-17,PowderBlue,8574.64
770,Mercedes-Benz,Silverado,2022-03-12,Teal,73560.4
771,Audi,Corolla,2020-09-29,DarkBlue,73300.3
772,Nissan,3 Series,2017-07-27,Ivory,75677.18
773,Nissan,3 Series,2021-08-01,OrangeRed,60931.05
774,Audi,Silverado,2002-12-30,DarkKhaki,38242.08
775,Chevrolet,F-150,2018-12-21,LightGray,25875.34
776,Toyota,3 Series,1995-02-13,LightCoral,55696.43
777,BMW,A4,2020-05-24,MidnightBlue,58222.72
778,Audi,A4,2013-11-21,DarkTurquoise,54066.25
779,Honda,A4,2010-07-18,GoldenRod,17389.54
780,BMW,C-Class,2013-06-27,Thistle,38056.53
781,BMW,A4,2000-06-08,CadetBlue,39615.43
782,Audi,Corolla,2016-05-25,LimeGreen,46674.91
783,Toyota,3 Series,2019-12-28,OldLace,17672.32
784,Audi,Corolla,2012-08-16,Azure,64359.43
785,Audi,Model S,2001-12-21,FireBrick,34214.19
786,Nissan,Corolla,2006-09-20,Snow,57822.97
787,Audi,F-150,2012-08-29,LightCyan,72789.83
788,BMW,3 Series,2004-05-21,DarkOrange,40221.94
789,Chevrolet,F-150,2012-02-16,OliveDrab,54639.21
790,Honda,C-Class,2023-04-06,MediumAquaMarine,31353.19
791,Volkswagen,Golf,1994-09-08,DarkGray,64360.12
792,Audi,A4,2010-06-13,MediumVioletRed,32988.85
793,Honda,C-Class,2016-02-20,Azure,59603.27
794,Ford,Model S,2018-08-27,Gray,63297.0
795,Chevrolet,A4,2023-07-18,SpringGreen,8239.3
796,Ford,A4,2007-07-30,LightGray,36246.24
797,Toyota,Golf,2007-12-08,Bisque,30135.45
798,Toyota,Model S,1996-08-14,DarkRed,42981.91
799,Tesla,Altima,2023-04-08,Aqua,15427.04
800,Chevrolet,F-150,2016-04-11,FireBrick,41242.91
801,BMW,3 Series,2004-08-10,GhostWhite,42727.7
802,Nissan,C-Class,2004-02-20,CornflowerBlue,56705.63
803,Nissan,Model S,2021-03-22,DarkGoldenRod,37333.71
804,Toyota,Model S,2022-07-13,LightCyan,52781.68
805,Ford,3 Series,2012-02-05,PaleGreen,73261.98
806,Honda,Silverado,2017-07-31,Turquoise,32259.74
807,Volkswagen,3 Series,2002-03-12,MediumVioletRed,20836.67
808,Volkswagen,A4,2009-10-13,OldLace,39294.24
809,Chevrolet,A4,1995-01-22,GoldenRod,71795.4
810,Volkswagen,3 Series,2009-03-03,DarkViolet,62475.11
811,Honda,Silverado,1994-03-12,MediumSeaGreen,17558.55
812,Mercedes-Benz,C-Class,2005-09-23,Crimson,9173.75
813,Volkswagen,Model S,2010-01-12,Gold,59408.12
814,Nissan,A4,2016-09-20,LavenderBlush,44045.06
815,Volkswagen,Golf,2004-08-04,SteelBlue,41216.32
816,Toyota,Silverado,2013-06-25,OldLace,39019.1
817,Nissan,F-150,1997-07-10,MistyRose,62235.04
818,Honda,Corolla,2011-06-09,Red,43925.24
819,Nissan,A4,1999-06-21,LightSeaGreen,14584.41
820,Ford,F-150,2010-10-02,SeaShell,11651.17
821,Ford,A4,2003-05-24,Magenta,54038.87
822,Toyota,Model S,2001-04-02,MidnightBlue,8098.46
823,Chevrolet,Silverado,2017-07-11,LightGoldenRodYellow,38701.51
824,Tesla,Altima,2009-04-20,ForestGreen,77367.28
825,Ford,3 Series,2019-08-02,LightCoral,5404.2
826,Honda,Corolla,2018-04-27,MintCream,41459.86
827,Toyota,Golf,2001-12-31,SandyBrown,34958.09
828,BMW,C-Class,2017-08-05,Indigo,73177.61
829,Honda,A4,1994-10-28,SeaGreen,20697.51
830,Honda,C-Class,2010-12-24,Beige,5354.18
831,Toyota,C-Class,1996-10-13,SandyBrown,9398.77
832,Honda,A4,2013-10-23,CadetBlue,36855.3
833,BMW,A4,1996-09-27,Coral,6764.13
834,Nissan,Civic,2002-04-28,BurlyWood,43179.27
835,Ford,Silverado,2008-02-12,GhostWhite,53773.56
836,Audi,3 Series,2021-11-06,BlueViolet,49299.78
837,Nissan,Corolla,1999-07-29,MediumSeaGreen,57730.53
838,Tesla,Golf,2022-04-04,Green,10342.26
839,Audi,3 Series,2007-03-05,DeepPink,74978.31
840,Mercedes-Benz,A4,1998-05-29,DodgerBlue,22526.54
841,Volkswagen,3 Series,2007-07-26,PaleGoldenRod,12143.6
842,Ford,A4,2020-04-05,Thistle,79642.67
843,Mercedes-Benz,Model S,2009-04-17,LightPink,31611.59
844,Nissan,Golf,2020-06-01,DarkOrchid,37684.5
845,Tesla,Altima,2021-08-13,BlueViolet,59811.16
846,Nissan,F-150,2005-07-03,Salmon,29826.57
847,Audi,Silverado,1995-11-30,YellowGreen,15577.57
848,Nissan,Corolla,1994-01-25,MediumBlue,8681.41
849,Honda,Altima,2015-04-04,DarkTurquoise,41083.95
850,Audi,Civic,2018-03-18,HotPink,46282.05
851,Tesla,A4,2007-06-24,CornflowerBlue,35828.58
852,Tesla,A4,1996-04-20,CadetBlue,79936.34
853,Toyota,Silverado,2022-07-26,Lavender,30523.92
854,Toyota,Altima,2008-01-18,PapayaWhip,57947.05
855,Mercedes-Benz,A4,2022-01-18,DarkGreen,30383.64
856,Nissan,Model S,2000-06-05,MediumOrchid,67342.09
857,Audi,Altima,2011-11-05,Silver,51828.77
858,Chevrolet,C-Class,1995-07-08,LightSalmon,67933.45
859,Mercedes-Benz,F-150,1997-04-09,LightSlateGray,67671.25
860,Nissan,Model S,2006-05-18,Orchid,71664.49
861,Audi,A4,1995-05-21,PaleGreen,43523.19
862,Tesla,Golf,1995-08-20,DarkMagenta,16296.28
863,Tesla,Corolla,2007-03-17,DarkSeaGreen,47108.22
864,Mercedes-Benz,Golf,2011-05-22,Aquamarine,30165.23
865,Mercedes-Benz,Golf,1995-09-26,Red,61666.12
866,Audi,Golf,1999-08-04,Chartreuse,45137.45
867,Chevrolet,C-Class,2010-08-13,LightGreen,23627.51
868,Nissan,F-150,2001-04-01,DarkOrange,15312.38
869,Nissan,F-150,2011-02-15,MediumPurple,57416.7
870,Audi,Civic,2022-02-15,Olive,42162.25
871,Audi,F-150,2008-12-26,MediumPurple,12113.21
872,Volkswagen,Model S,2007-09-22,WhiteSmoke,19129.46
873,Chevrolet,Golf,2007-05-12,Cyan,66289.16
874,Tesla,3 Series,2004-12-08,Green,17894.0
875,Ford,Altima,2009-06-16,MintCream,20677.43
876,Ford,3 Series,2021-01-04,Olive,30611.4
877,Chevrolet,Silverado,2001-09-13,LightCoral,43372.49
878,Ford,Silverado,2011-11-22,Azure,59242.8
879,Nissan,F-150,2019-04-08,HoneyDew,11864.68
880,Toyota,A4,2003-07-10,Fuchsia,71295.72
881,Chevrolet,F-150,2020-09-01,DarkSlateBlue,17244.11
882,Ford,3 Series,1999-03-17,DarkOrchid,21869.71
883,Volkswagen,Silverado,2016-04-25,Beige,16156.23
884,Mercedes-Benz,C-Class,1997-12-07,AntiqueWhite,72817.75
885,Chevrolet,F-150,2019-02-03,CadetBlue,67408.85
886,BMW,C-Class,2016-07-11,Wheat,34004.1
887,Toyota,Model S,2005-12-15,SlateBlue,59853.15
888,Ford,F-150,1995-08-11,Aquamarine,17059.64
889,Tesla,A4,2010-11-17,Green,22774.18
890,Volkswagen,Model S,2004-05-20,SaddleBrown,70143.24
891,Chevrolet,A4,1996-04-18,BlanchedAlmond,54330.26
892,Audi,A4,2003-03-29,DarkGoldenRod,49952.67
893,Toyota,A4,2010-10-31,SeaGreen,10685.55
894,Ford,Golf,2004-01-12,OliveDrab,54007.68
895,Honda,Civic,2002-12-28,OrangeRed,28768.67
896,Toyota,Corolla,1997-06-29,DarkOliveGreen,35882.3
897,Mercedes-Benz,3 Series,2007-02-16,PaleGoldenRod,58002.09
898,Honda,Altima,2022-04-28,MintCream,56838.66
899,Toyota,C-Class,2022-02-18,Beige,49662.53
900,Nissan,A4,1996-09-25,LemonChiffon,67707.68
901,Chevrolet,Civic,1995-01-18,Pink,28105.0
902,Ford,F-150,2005-08-09,MediumSlateBlue,11194.74
903,Honda,Model S,2022-08-01,Ivory,11485.36
904,Volkswagen,Altima,2022-02-05,HoneyDew,76079.4
905,Nissan,Civic,2008-10-07,LimeGreen,52866.8
906,Mercedes-Benz,Corolla,2021-02-06,Tomato,39017.56
907,Nissan,Silverado,2006-11-11,Lavender,78854.76
908,Mercedes-Benz,A4,2006-01-03,OldLace,38666.2
909,BMW,A4,2009-01-01,Magenta,18233.7
910,Mercedes-Benz,Altima,2003-04-02,Cyan,55473.0
911,Toyota,Altima,1995-05-01,DarkKhaki,40940.08
912,Audi,3 Series,2018-06-13,Magenta,15330.09
913,Honda,Altima,2004-08-21,RoyalBlue,47056.38
914,Mercedes-Benz,C-Class,2012-02-23,Khaki,43334.5
915,Nissan,Silverado,2005-10-20,MediumVioletRed,39525.84
